Type,Unique id,Land number,Description,Left upper lat position,Left upper lat direction,Left upper lon position,Left upper lon direction,Right lower lat position,Right lower lat direction,Right lower lon position,Right lower lon direction
l,482,25297,sCFWJBNZLt,47.09393268549426,N,122.93721704450591,E,53.03314096342005,N,75.1098475623875,W
l,483,91149,hlluMTOePp,47.09393268549426,N,122.93721704450591,E,25.55335216888923,S,118.60537437406134,E
re,484,32544,DHSDhpHgxU,8.675771079847433,S,114.3751695750192,E,83.7396016930343,S,115.5067486607147,E
re,485,68688,zVjRdImnhx,57.95835076995547,S,31.309012730714,W,83.7396016930343,S,115.5067486607147,E
re,486,55985,LKzFBVXTBW,35.04238934251324,S,85.21703220033577,E,56.64013015907218,N,118.95962124346559,W
l,487,83230,mYtLcygxkr,42.73213221546499,S,163.38197029297748,E,83.7396016930343,S,115.5067486607147,E
l,488,7498,rGmkpzpUKP,57.95835076995547,S,31.309012730714,W,11.632633683389061,S,172.8094395790578,W
l,489,16577,dznXAUqexO,39.742543847003525,S,142.98355784678844,W,9.608681960233898,N,122.9827522418927,W
re,490,319,VCgXsRTuEQ,49.912836190577444,S,147.80609605985146,W,83.7396016930343,S,115.5067486607147,E
re,491,62394,XOuWliFgut,46.20149149107044,S,75.9782067714054,W,5.072879608123158,S,125.03398268559789,E
re,492,43461,AreayVpTGF,68.2781831455844,N,88.64282900344023,E,53.56739855457662,S,174.7734474952267,E
l,493,63833,BMqdqXbkWF,49.912836190577444,S,147.80609605985146,W,27.381047054494765,N,104.42617450600231,E
re,494,48665,jmZHejlRDd,42.73213221546499,S,163.38197029297748,E,10.809808661381544,N,128.41931584675083,E
l,495,85682,BSgjJkRKja,54.02822719130532,S,31.729497529723833,W,83.7396016930343,S,115.5067486607147,E
l,496,57027,sBOGQqbMkV,49.912836190577444,S,147.80609605985146,W,37.346520722315944,S,100.51665091122173,W
re,497,602,TevbyqBEWn,54.02822719130532,S,31.729497529723833,W,68.99973261438498,N,3.8340429256223607,E
re,498,11886,zfSGLaVzOW,47.573927260619094,N,101.77581151190243,W,83.7396016930343,S,115.5067486607147,E
re,499,75798,OQjvFojwpK,31.90093148928445,S,11.062438906785626,W,83.26185632684485,N,152.70552144870823,W
